GT	type	size	error	etype	correct.bkpt	sample
het	DEL	68	4	start	TRUE	s1
hom	DEL	311	10	start	TRUE	s1
het	DEL	64	3	both	FALSE	s1
hom	DEL	54	6	both	FALSE	s1
het	DEL	141	2	start	TRUE	s1
het	DEL	82	3	start	FALSE	s1
het	DEL	61	6	start	TRUE	s1
het	DEL	3819	9	both	FALSE	s1
hom	DEL	322	2	both	TRUE	s1
het	DEL	2473	8	both	FALSE	s1
hom	DEL	64	5	both	FALSE	s1
hom	DEL	129	3	both	FALSE	s1
het	DEL	235	2	both	TRUE	s1
hom	DEL	297	8	start	TRUE	s1
hom	DEL	104	1	both	TRUE	s1
het	DEL	259	6	both	FALSE	s1
het	DEL	316	3	both	FALSE	s1
het	DEL	58	8	both	FALSE	s1
hom	DEL	66	5	start	TRUE	s1
hom	DEL	181	9	start	FALSE	s1
hom	DEL	281	8	both	FALSE	s1
hom	DEL	62	1	start	FALSE	s1
hom	DEL	136	1	both	TRUE	s1
het	DEL	60	7	both	FALSE	s1
het	DEL	1229	8	both	FALSE	s1
het	DEL	94	9	both	FALSE	s1
het	DEL	94	2	both	FALSE	s1
het	DEL	83	7	start	TRUE	s1
het	DEL	6065	3	start	TRUE	s1
het	DEL	100	9	both	FALSE	s1
het	DEL	329	1	both	TRUE	s1
het	DEL	2754	1	start	TRUE	s1
het	DEL	144	2	start	TRUE	s1
hom	DEL	84	7	both	FALSE	s1
hom	DEL	99	2	both	FALSE	s1
hom	DEL	3876	3	both	TRUE	s1
hom	DEL	62	3	start	FALSE	s1
het	DEL	186	9	start	TRUE	s1
hom	DEL	309	10	both	FALSE	s1
het	DEL	109	1	start	TRUE	s1
het	DEL	72	2	both	FALSE	s1
hom	DEL	76	10	start	TRUE	s1
hom	DEL	331	7	start	TRUE	s1
het	DEL	125	4	start	TRUE	s1
het	DEL	76	2	both	FALSE	s1
het	DEL	262	3	both	FALSE	s1
het	DEL	68	2	start	TRUE	s1
hom	DEL	57	2	both	TRUE	s1
het	DEL	60	3	both	TRUE	s1
het	DEL	63	5	both	FALSE	s1
het	DEL	385	5	start	TRUE	s1
hom	DEL	300	6	start	FALSE	s1
het	DEL	194	4	start	TRUE	s1
hom	DEL	261	6	start	TRUE	s1
het	DEL	281	4	both	FALSE	s1
hom	DEL	328	9	both	FALSE	s1
het	DEL	263	8	start	TRUE	s1
hom	DEL	330	3	start	FALSE	s1
het	DEL	312	2	start	TRUE	s1
hom	DEL	301	2	both	TRUE	s1
het	DEL	53	9	start	TRUE	s1
hom	DEL	83	8	both	FALSE	s1
hom	DEL	89	7	both	FALSE	s1
het	DEL	199	6	both	FALSE	s1
hom	DEL	79	5	both	FALSE	s1
hom	DEL	157	9	start	TRUE	s1
het	DEL	6793	6	both	FALSE	s1
hom	DEL	315	4	start	TRUE	s1
het	DEL	233	9	both	FALSE	s1
het	DEL	131	3	start	TRUE	s1
hom	DEL	487	7	both	FALSE	s1
hom	DEL	70	5	both	FALSE	s1
hom	DEL	56	2	both	FALSE	s1
hom	DEL	97	2	start	TRUE	s1
het	DEL	169	6	start	TRUE	s1
het	DEL	65	4	start	TRUE	s1
het	DEL	923	1	start	TRUE	s1
het	DEL	308	2	both	TRUE	s1
hom	DEL	93	7	start	TRUE	s1
het	DEL	417	6	start	TRUE	s1
hom	DEL	354	10	start	TRUE	s1
het	DEL	721	6	start	FALSE	s1
hom	DEL	61	5	start	TRUE	s1
het	DEL	34456	4	both	FALSE	s1
het	DEL	103	8	start	TRUE	s1
het	DEL	64	4	both	FALSE	s1
hom	DEL	66	6	start	TRUE	s1
het	DEL	122	9	both	FALSE	s1
het	DEL	1540	4	start	TRUE	s1
het	DEL	128	7	start	TRUE	s1
het	DEL	79	8	start	FALSE	s1
het	DEL	69	9	both	FALSE	s1
hom	DEL	303	1	start	TRUE	s1
hom	DEL	134	6	start	FALSE	s1
hom	DEL	131	1	both	TRUE	s1
het	DEL	355	4	both	FALSE	s1
hom	DEL	339	5	start	TRUE	s1
hom	DEL	151	7	start	TRUE	s1
het	DEL	140	7	start	FALSE	s1
hom	DEL	52	3	start	TRUE	s1
hom	DEL	67	7	both	FALSE	s1
hom	DEL	177	10	start	TRUE	s1
het	DEL	129	2	both	TRUE	s1
hom	DEL	65	2	both	TRUE	s1
het	DEL	1341	1	both	TRUE	s1
het	DEL	6107	9	both	FALSE	s1
hom	DEL	69	2	start	TRUE	s1
het	DEL	66	3	both	TRUE	s1
het	DEL	179	3	start	TRUE	s1
hom	DEL	307	8	start	FALSE	s1
het	DEL	128	3	both	FALSE	s1
hom	DEL	148	10	both	FALSE	s1
het	DEL	57	9	start	TRUE	s1
hom	DEL	323	9	start	TRUE	s1
hom	DEL	136	6	both	FALSE	s1
hom	DEL	69	3	start	TRUE	s1
het	DEL	2110	1	start	TRUE	s1
hom	DEL	1601	10	start	TRUE	s1
het	DEL	764	9	start	TRUE	s1
het	DEL	51	6	start	TRUE	s1
het	DEL	71	5	both	FALSE	s1
het	DEL	54	3	both	FALSE	s1
het	DEL	59	8	start	FALSE	s1
het	DEL	51	7	start	TRUE	s1
hom	DEL	78	10	both	FALSE	s1
het	DEL	1603	3	both	TRUE	s1
het	DEL	60	3	both	FALSE	s1
hom	DEL	147	6	start	TRUE	s1
het	DEL	70	5	start	TRUE	s1
hom	DEL	313	4	both	FALSE	s1
het	DEL	265	2	start	TRUE	s1
hom	DEL	55	9	start	TRUE	s1
het	DEL	140	2	start	TRUE	s1
het	DEL	84	10	both	FALSE	s1
het	DEL	1157	3	both	FALSE	s1
het	DEL	94	4	start	TRUE	s1
het	DEL	101	8	start	TRUE	s1
het	DEL	54	6	both	FALSE	s1
hom	DEL	65	9	start	TRUE	s1
hom	DEL	306	6	both	FALSE	s1
hom	DEL	63	5	both	FALSE	s1
hom	DEL	120	6	both	FALSE	s1
het	DEL	92	8	both	FALSE	s1
hom	DEL	205	4	start	FALSE	s1
het	DEL	57	7	start	FALSE	s1
hom	DEL	117	1	start	TRUE	s1
het	DEL	74	5	both	FALSE	s1
het	DEL	106	3	start	TRUE	s1
het	DEL	51	8	both	FALSE	s1
hom	DEL	104	9	start	FALSE	s1
hom	DEL	163	8	start	TRUE	s1
het	DEL	72	8	start	TRUE	s1
hom	DEL	352	8	both	FALSE	s1
hom	DEL	270	7	start	TRUE	s1
het	DEL	55	8	start	TRUE	s1
het	DEL	89	8	start	FALSE	s1
hom	DEL	227	10	both	FALSE	s1
hom	DEL	128	8	start	TRUE	s1
hom	DEL	123	2	both	TRUE	s1
het	DEL	130	3	both	FALSE	s1
het	DEL	51	10	both	FALSE	s1
het	DEL	224	1	both	TRUE	s1
het	DEL	173	2	both	FALSE	s1
het	DEL	62	10	both	FALSE	s1
hom	DEL	85	10	start	FALSE	s1
hom	DEL	214	4	both	FALSE	s1
hom	DEL	107	7	start	FALSE	s1
hom	DEL	196	1	start	TRUE	s1
het	DEL	869	10	start	TRUE	s1
het	DEL	64	8	both	FALSE	s1
hom	DEL	322	5	both	FALSE	s1
hom	DEL	1727	9	both	FALSE	s1
het	DEL	97	7	both	FALSE	s1
hom	DEL	223	8	start	TRUE	s1
hom	DEL	4699	10	both	FALSE	s1
hom	DEL	93	5	start	TRUE	s1
het	DEL	59	8	start	FALSE	s1
hom	DEL	151	1	both	TRUE	s1
het	DEL	97	6	start	TRUE	s1
hom	DEL	131	8	start	TRUE	s1
het	DEL	57	5	both	FALSE	s1
hom	DEL	193	4	both	FALSE	s1
hom	DEL	122	7	start	TRUE	s1
hom	DEL	71	10	start	TRUE	s1
hom	DEL	290	10	both	FALSE	s1
het	DEL	257	4	both	FALSE	s1
het	DEL	176	3	start	TRUE	s1
het	DEL	75	4	start	FALSE	s1
het	DEL	508	7	start	TRUE	s1
het	DEL	350	4	both	FALSE	s1
hom	DEL	301	6	both	FALSE	s1
het	DEL	345	2	start	TRUE	s1
het	DEL	61	10	start	TRUE	s1
hom	DEL	384	4	start	TRUE	s1
het	DEL	369	8	both	FALSE	s1
het	DEL	91	7	start	FALSE	s1
hom	DEL	52	1	start	TRUE	s1
het	DEL	70	9	start	TRUE	s1
hom	DEL	86	6	start	TRUE	s1
hom	DEL	85	5	both	FALSE	s1
het	DEL	3463	5	both	FALSE	s1
het	DEL	102	3	both	FALSE	s1
het	DEL	52	2	both	FALSE	s1
hom	DEL	69	7	both	FALSE	s1
het	DEL	75	4	start	TRUE	s1
hom	DEL	457	2	both	TRUE	s1
het	DEL	89	5	both	TRUE	s1
hom	DEL	105	4	start	TRUE	s1
hom	DEL	469	4	both	FALSE	s1
het	DEL	84	10	start	FALSE	s1
hom	DEL	66	4	both	FALSE	s1
het	DEL	51	10	start	TRUE	s1
hom	DEL	167	9	both	FALSE	s1
hom	DEL	2252	9	both	FALSE	s1
hom	DEL	199	4	both	FALSE	s1
het	DEL	1288	4	both	FALSE	s1
hom	DEL	205	1	both	TRUE	s1
het	DEL	2887	10	both	FALSE	s1
hom	DEL	51	1	both	TRUE	s1
het	DEL	81	5	both	FALSE	s1
het	DEL	2654	6	start	TRUE	s1
hom	DEL	420	7	start	TRUE	s1
hom	DEL	183	10	both	FALSE	s1
het	DEL	413	9	both	FALSE	s1
hom	DEL	588	9	start	TRUE	s1
het	DEL	83	8	start	TRUE	s1
het	DEL	118	8	start	TRUE	s1
het	DEL	1292	10	both	FALSE	s1
het	DEL	57	7	both	FALSE	s1
het	DEL	53	2	start	TRUE	s1
het	DEL	141	7	both	FALSE	s1
hom	DEL	131	8	both	FALSE	s1
hom	DEL	120	2	start	TRUE	s1
het	DEL	105	6	start	FALSE	s1
hom	DEL	1340	5	start	TRUE	s1
hom	DEL	60	10	both	FALSE	s1
het	DEL	276	10	start	TRUE	s1
het	DEL	342	8	start	TRUE	s1
hom	DEL	55	1	both	TRUE	s1
hom	DEL	735	9	both	FALSE	s1
hom	DEL	304	2	both	FALSE	s1
hom	DEL	197	10	start	TRUE	s1
hom	DEL	115	10	both	FALSE	s1
hom	DEL	162	4	both	FALSE	s1
hom	DEL	298	7	both	FALSE	s1
het	DEL	89	2	start	TRUE	s1
het	DEL	316	2	both	TRUE	s1
hom	DEL	127	5	start	TRUE	s1
het	DEL	74	9	both	FALSE	s1
hom	DEL	204	5	both	TRUE	s1
hom	DEL	82	8	both	FALSE	s1
hom	DEL	193	2	start	TRUE	s1
hom	DEL	339	5	both	FALSE	s1
hom	DEL	55	3	start	TRUE	s1
het	DEL	105	3	start	FALSE	s1
het	DEL	422	5	both	FALSE	s1
hom	DEL	76	1	start	TRUE	s1
hom	DEL	85	7	start	FALSE	s1
hom	DEL	95	4	both	TRUE	s1
hom	DEL	3315	6	both	FALSE	s1
hom	DEL	55	10	start	TRUE	s1
het	DEL	263	10	start	FALSE	s1
het	DEL	178	5	both	FALSE	s1
het	DEL	87	5	both	FALSE	s1
het	DEL	125	3	start	TRUE	s1
hom	DEL	51	6	both	FALSE	s1
hom	DEL	1850	10	both	FALSE	s1
hom	DEL	277	4	both	TRUE	s1
hom	DEL	115	2	start	FALSE	s1
het	DEL	172	2	start	TRUE	s1
het	DEL	174	4	both	FALSE	s1
hom	DEL	1054	7	both	FALSE	s1
hom	DEL	124	7	both	FALSE	s1
hom	DEL	81	3	both	TRUE	s1
hom	DEL	92	1	both	TRUE	s1
het	DEL	52	10	both	FALSE	s1
het	DEL	2195	8	start	TRUE	s1
hom	DEL	65	6	start	TRUE	s1
hom	DEL	107	5	start	FALSE	s1
hom	DEL	54	7	both	FALSE	s1
hom	DEL	63	10	both	FALSE	s1
hom	DEL	120	1	both	TRUE	s1
het	DEL	54	10	both	FALSE	s1
het	DEL	65	6	both	FALSE	s1
hom	DEL	95	3	both	TRUE	s1
hom	DEL	84	4	both	FALSE	s1
hom	DEL	4901	3	both	TRUE	s1
het	DEL	77	10	both	FALSE	s1
hom	DEL	57	1	start	TRUE	s1
het	DEL	63	3	both	FALSE	s1
hom	DEL	54	1	both	TRUE	s1
hom	DEL	65	8	both	FALSE	s1
het	DEL	61	2	both	FALSE	s1
hom	DEL	58	6	start	FALSE	s1
hom	DEL	56	8	start	TRUE	s1
hom	DEL	224	6	both	FALSE	s1
het	DEL	327	8	start	TRUE	s1
hom	DEL	101	10	both	FALSE	s1
hom	DEL	65	9	start	TRUE	s1
hom	DEL	162	10	both	FALSE	s1
hom	DEL	95	7	start	TRUE	s1
het	DEL	112	4	both	FALSE	s1
hom	DEL	97	9	start	FALSE	s1
het	DEL	99	6	start	TRUE	s1
hom	DEL	82	8	start	TRUE	s1
het	DEL	52	2	both	TRUE	s1
het	DEL	98	4	both	FALSE	s1
het	DEL	135	5	start	TRUE	s1
hom	DEL	86	6	both	FALSE	s1
het	DEL	850	7	both	FALSE	s1
het	DEL	147	5	start	TRUE	s1
het	DEL	81	3	start	TRUE	s1
het	DEL	55	1	both	TRUE	s1
hom	DEL	973	1	both	TRUE	s1
hom	DEL	61	5	start	TRUE	s1
hom	DEL	69	3	start	TRUE	s1
hom	DEL	2783	1	both	TRUE	s1
het	DEL	94	9	both	FALSE	s1
hom	DEL	82	8	start	TRUE	s1
het	DEL	302	6	both	FALSE	s1
het	DEL	406	5	start	TRUE	s1
het	DEL	57	9	start	TRUE	s1
het	DEL	38518	5	both	FALSE	s1
hom	DEL	156	6	both	FALSE	s1
hom	DEL	418	6	both	FALSE	s1
het	DEL	268	9	both	FALSE	s1
hom	DEL	104	5	both	FALSE	s1
hom	DEL	56	4	start	TRUE	s1
het	DEL	1574	4	both	FALSE	s1
het	DEL	128	7	start	FALSE	s1
het	DEL	159	2	start	TRUE	s1
het	DEL	73	5	start	TRUE	s1
het	DEL	61	3	start	TRUE	s1
hom	DEL	915	5	both	TRUE	s1
het	DEL	1462	5	start	FALSE	s1
het	DEL	53	6	start	FALSE	s1
hom	DEL	1398	6	both	FALSE	s1
het	DEL	114	2	both	FALSE	s1
hom	DEL	10090	1	both	TRUE	s1
het	DEL	855	7	start	TRUE	s1
het	DEL	59	7	both	FALSE	s1
hom	DEL	322	5	start	FALSE	s1
het	DEL	6066	5	start	TRUE	s1
hom	DEL	126	2	start	FALSE	s1
hom	DEL	316	7	both	FALSE	s1
het	DEL	283	6	start	TRUE	s1
het	DEL	156	6	both	FALSE	s1
hom	DEL	53	2	start	TRUE	s1
hom	DEL	305	5	both	FALSE	s1
hom	DEL	67	9	both	FALSE	s1
het	DEL	128	1	both	FALSE	s1
hom	DEL	164	6	both	FALSE	s1
hom	DEL	61	8	start	TRUE	s1
het	DEL	271	9	both	FALSE	s1
hom	DEL	166	4	start	TRUE	s1
het	DEL	605	1	start	TRUE	s1
het	DEL	54	7	both	FALSE	s1
hom	DEL	65	10	both	FALSE	s1
het	DEL	95	2	both	TRUE	s1
het	DEL	73	7	start	TRUE	s1
hom	DEL	1010	6	start	TRUE	s1
het	DEL	59	8	both	FALSE	s1
hom	DEL	2827	2	start	TRUE	s1
het	DEL	294	5	both	FALSE	s1
hom	DEL	126	1	start	FALSE	s1
hom	DEL	322	10	both	FALSE	s1
het	DEL	52	6	start	TRUE	s1
hom	DEL	75	5	start	TRUE	s1
het	DEL	6023	2	both	FALSE	s1
hom	DEL	78	6	start	TRUE	s1
het	DEL	53	2	both	TRUE	s1
het	DEL	794	4	start	TRUE	s1
het	DEL	89	10	both	FALSE	s1
hom	DEL	58	3	both	FALSE	s1
het	DEL	77	5	both	FALSE	s1
hom	DEL	28161	10	start	TRUE	s1
het	DEL	98	1	start	TRUE	s1
het	DEL	544	1	both	TRUE	s1
hom	DEL	161	9	start	TRUE	s1
hom	DEL	233	7	start	TRUE	s1
hom	DEL	236	9	both	FALSE	s1
hom	DEL	64	4	both	TRUE	s1
hom	DEL	6101	6	start	TRUE	s1
het	DEL	92	4	both	FALSE	s1
het	DEL	67	4	both	FALSE	s1
het	DEL	110	6	both	FALSE	s1
het	DEL	587	4	start	TRUE	s1
hom	DEL	318	5	start	TRUE	s1
hom	DEL	353	8	start	TRUE	s1
het	DEL	122	4	both	FALSE	s1
hom	DEL	55	7	start	FALSE	s1
het	DEL	929	1	both	TRUE	s1
hom	DEL	477	1	both	TRUE	s1
het	DEL	51	4	both	FALSE	s1
hom	DEL	149	4	both	FALSE	s1
hom	DEL	122	6	start	TRUE	s1
hom	DEL	53	1	both	TRUE	s1
het	DEL	91	10	start	TRUE	s1
hom	DEL	10895	1	start	TRUE	s1
het	DEL	54	10	both	FALSE	s1
hom	DEL	97	3	both	TRUE	s1
het	DEL	225	4	both	FALSE	s1
hom	DEL	401	10	start	TRUE	s1
het	DEL	56	9	start	TRUE	s1
het	DEL	78	2	both	FALSE	s1
hom	DEL	4104	2	start	TRUE	s1
hom	DEL	81	5	start	TRUE	s1
hom	DEL	53	2	start	TRUE	s1
het	DEL	66	5	start	FALSE	s1
hom	DEL	58	8	both	FALSE	s1
het	DEL	65	8	both	FALSE	s1
hom	DEL	255	10	both	FALSE	s1
het	DEL	60	8	both	FALSE	s1
hom	DEL	91	9	start	TRUE	s1
hom	DEL	247	7	both	FALSE	s1
het	DEL	66	6	both	FALSE	s1
het	INV	51	3	start	FALSE	s1
het	INV	176	8	start	TRUE	s1
hom	INV	305	9	start	FALSE	s1
het	INV	157	4	both	FALSE	s1
het	INV	61	6	start	FALSE	s1
hom	INV	60	1	start	FALSE	s1
het	INV	71	10	start	TRUE	s1
hom	INV	83	2	start	FALSE	s1
het	INV	322	2	start	FALSE	s1
het	INV	101	5	start	TRUE	s1
het	INV	64	8	both	FALSE	s1
hom	INV	82	9	both	FALSE	s1
hom	INV	95	5	start	FALSE	s1
het	INV	98	2	start	FALSE	s1
hom	INV	3030	10	both	FALSE	s1
hom	INV	50	9	both	FALSE	s1
het	INV	48	6	start	FALSE	s1
hom	INV	151	1	both	FALSE	s1
het	INV	2922	2	both	FALSE	s1
hom	INV	77	5	start	FALSE	s1
het	INV	272	6	both	FALSE	s1
hom	INV	329	5	start	FALSE	s1
hom	INV	78	8	start	FALSE	s1
hom	INV	325	10	both	FALSE	s1
het	INV	2188	10	start	FALSE	s1
hom	INV	160	2	both	FALSE	s1
hom	INV	53	8	start	FALSE	s1
hom	INV	50	8	start	TRUE	s1
hom	INV	88	9	start	FALSE	s1
het	INV	90	9	start	FALSE	s1
hom	INV	313	3	start	FALSE	s1
het	INV	161	5	start	FALSE	s1
hom	INV	118	9	both	FALSE	s1
het	INV	480	5	start	FALSE	s1
het	INV	416	9	start	FALSE	s1
hom	INV	1916	6	start	FALSE	s1
hom	INV	247	1	start	FALSE	s1
hom	INV	275	10	both	FALSE	s1
hom	INV	204	2	start	FALSE	s1
het	INV	118	10	start	FALSE	s1
het	INV	1504	4	start	FALSE	s1
het	INV	255	3	both	FALSE	s1
het	INV	114	3	both	FALSE	s1
het	INV	338	8	start	FALSE	s1
hom	INV	69	3	both	FALSE	s1
hom	INV	252	8	both	FALSE	s1
het	INV	126	2	start	FALSE	s1
hom	INV	81	2	both	FALSE	s1
het	INV	386	2	both	FALSE	s1
het	INV	317	2	both	FALSE	s1
hom	INV	314	6	both	FALSE	s1
hom	INV	968	2	start	FALSE	s1
het	INV	60	9	both	FALSE	s1
het	INV	79	1	start	FALSE	s1
het	INV	72	2	start	FALSE	s1
hom	INV	251	7	start	FALSE	s1
hom	INV	336	8	start	FALSE	s1
hom	INV	70	2	start	FALSE	s1
hom	INV	127	7	start	FALSE	s1
hom	INV	38517	10	start	FALSE	s1
het	INV	155	5	start	FALSE	s1
hom	INV	185	3	start	FALSE	s1
het	INV	1986	2	both	FALSE	s1
hom	INV	436	6	start	FALSE	s1
het	INV	199	4	both	FALSE	s1
het	INV	310	8	start	FALSE	s1
het	INV	55	7	both	FALSE	s1
hom	INV	73	1	both	FALSE	s1
het	INV	198	1	start	FALSE	s1
hom	INV	841	1	both	FALSE	s1
hom	INV	54	7	start	FALSE	s1
het	INV	66	8	start	TRUE	s1
hom	INV	182	5	start	FALSE	s1
hom	INV	89	10	both	FALSE	s1
hom	INV	317	10	start	FALSE	s1
hom	INV	1812	10	both	FALSE	s1
het	INV	324	3	start	FALSE	s1
het	INV	55	9	start	TRUE	s1
het	INV	353	2	both	FALSE	s1
hom	INV	66	7	both	FALSE	s1
het	INV	268	5	start	TRUE	s1
hom	INV	201	6	both	FALSE	s1
het	INV	92	1	both	FALSE	s1
het	INV	98	8	start	FALSE	s1
het	INV	142	1	both	TRUE	s1
hom	INV	86	2	start	FALSE	s1
het	INV	190	1	both	FALSE	s1
hom	INV	56	4	start	FALSE	s1
hom	INV	319	7	both	FALSE	s1
hom	INV	177	8	both	FALSE	s1
het	INV	5448	10	both	FALSE	s1
hom	INV	313	2	both	FALSE	s1
het	INV	54	2	both	FALSE	s1
hom	INV	331	1	both	FALSE	s1
hom	INV	51	9	start	FALSE	s1
hom	INV	68	6	both	FALSE	s1
het	INV	85	10	both	FALSE	s1
hom	INV	791	10	both	FALSE	s1
het	INV	190	6	both	FALSE	s1
het	INV	24479	8	start	FALSE	s1
het	INV	134	5	both	FALSE	s1
hom	INV	136	2	both	FALSE	s1
het	INV	63	8	start	TRUE	s1
hom	INV	152	4	both	FALSE	s1
hom	INV	2619	9	both	FALSE	s1
het	INV	92	8	start	FALSE	s1
hom	INV	3183	8	both	FALSE	s1
hom	INV	78	2	both	FALSE	s1
hom	INV	114	10	start	FALSE	s1
hom	INV	103	2	both	FALSE	s1
het	INV	510	7	both	FALSE	s1
hom	INV	90	7	start	FALSE	s1
het	INV	183	10	both	FALSE	s1
het	INV	250	5	both	FALSE	s1
hom	INV	67	1	both	FALSE	s1
hom	INV	78	2	start	FALSE	s1
hom	INV	53	4	start	FALSE	s1
het	INV	308	8	both	FALSE	s1
het	INV	80	2	both	FALSE	s1
hom	INV	52	8	both	FALSE	s1
het	INV	55	6	start	FALSE	s1
het	INV	2378	4	both	FALSE	s1
hom	INV	68	5	start	FALSE	s1
hom	INV	65	1	start	FALSE	s1
hom	INV	845	1	start	FALSE	s1
het	INV	340	5	start	FALSE	s1
het	INV	48	2	both	FALSE	s1
hom	INV	60	9	start	FALSE	s1
het	INV	135	2	start	TRUE	s1
het	INV	369	7	both	FALSE	s1
het	INV	76	8	both	FALSE	s1
hom	INV	320	4	start	FALSE	s1
het	INV	332	5	start	FALSE	s1
hom	INV	468	2	both	FALSE	s1
hom	INV	77	1	both	FALSE	s1
het	INV	63	2	start	FALSE	s1
het	INV	59	2	both	FALSE	s1
het	INV	319	10	both	FALSE	s1
hom	INV	208	8	both	FALSE	s1
hom	INV	334	10	start	FALSE	s1
het	INV	226	10	both	FALSE	s1
hom	INV	114	2	start	FALSE	s1
hom	INV	265	1	start	FALSE	s1
hom	INV	74	4	start	FALSE	s1
het	INV	124	5	start	FALSE	s1
hom	INV	52	4	both	FALSE	s1
het	INV	273	9	start	TRUE	s1
hom	INV	516	10	start	FALSE	s1
het	INV	130	10	start	TRUE	s1
het	INV	53	8	start	FALSE	s1
het	INV	68	4	both	FALSE	s1
hom	INV	100	2	start	FALSE	s1
het	INV	76	5	start	FALSE	s1
het	INV	52	8	both	FALSE	s1
hom	INV	3097	4	start	FALSE	s1
het	INV	51	6	start	TRUE	s1
hom	INV	129	3	both	FALSE	s1
het	INV	885	3	start	FALSE	s1
hom	INV	1109	7	start	FALSE	s1
hom	INV	66	10	start	TRUE	s1
hom	INV	1247	1	start	FALSE	s1
het	INV	317	5	both	FALSE	s1
het	INV	117	3	start	FALSE	s1
het	INV	85	4	start	FALSE	s1
hom	INV	68	3	start	FALSE	s1
het	INV	216	9	start	TRUE	s1
hom	INV	337	10	start	FALSE	s1
hom	INV	1756	9	both	FALSE	s1
het	INV	74	2	start	FALSE	s1
het	INV	17032	1	start	FALSE	s1
hom	INV	456	5	both	FALSE	s1
hom	INV	240	8	both	FALSE	s1
hom	INV	57	2	both	FALSE	s1
hom	INV	384	2	both	FALSE	s1
hom	INV	70	8	start	FALSE	s1
het	INV	329	1	both	FALSE	s1
hom	INV	122	6	start	FALSE	s1
het	INV	68	7	start	FALSE	s1
het	INV	380	5	start	FALSE	s1
het	INV	142	3	start	TRUE	s1
het	INV	53	8	both	FALSE	s1
hom	INV	245	2	start	FALSE	s1
het	INV	280	7	start	FALSE	s1
het	INV	10890	4	start	FALSE	s1
het	INV	68	7	both	FALSE	s1
het	INV	63	4	both	FALSE	s1
het	INV	109	4	start	FALSE	s1
het	INV	53	4	start	TRUE	s1
hom	INV	241	7	start	TRUE	s1
hom	INV	594	2	both	FALSE	s1
het	INV	87	6	both	FALSE	s1
het	INV	72	8	both	FALSE	s1
het	INV	351	10	both	FALSE	s1
het	INV	129	8	both	FALSE	s1
het	INV	212	7	both	FALSE	s1
het	INV	1036	9	start	FALSE	s1
hom	INV	501	8	both	FALSE	s1
hom	INV	110	10	both	FALSE	s1
hom	INV	2044	1	start	FALSE	s1
het	INV	73	10	both	FALSE	s1
hom	INV	715	2	both	FALSE	s1
hom	INV	170	10	both	FALSE	s1
hom	INV	159	4	both	FALSE	s1
het	INV	60	7	both	FALSE	s1
het	INV	168	1	both	FALSE	s1
hom	INV	322	10	start	FALSE	s1
hom	INV	71	7	both	FALSE	s1
hom	INV	1400	9	both	FALSE	s1
het	INV	18511	5	both	FALSE	s1
hom	INV	458	1	both	FALSE	s1
het	INV	2884	6	both	FALSE	s1
het	INV	1374	4	start	FALSE	s1
hom	INV	117	3	start	FALSE	s1
hom	INV	85	3	start	FALSE	s1
hom	INV	86	4	both	FALSE	s1
hom	INV	99	8	start	TRUE	s1
hom	INV	166	7	both	FALSE	s1
hom	INV	380	7	both	FALSE	s1
hom	INV	131	3	start	FALSE	s1
het	INV	99	3	both	FALSE	s1
hom	INV	112	6	start	FALSE	s1
hom	INV	174	1	start	FALSE	s1
hom	INV	60	7	both	FALSE	s1
het	INV	130	3	start	TRUE	s1
het	INV	56	10	both	FALSE	s1
het	INV	56	8	start	FALSE	s1
hom	INV	299	8	both	FALSE	s1
het	INV	97	9	start	FALSE	s1
het	INV	1908	10	both	FALSE	s1
hom	INV	288	3	both	FALSE	s1
hom	INV	116	3	both	FALSE	s1
het	INV	80	2	both	FALSE	s1
hom	INV	114	4	both	FALSE	s1
hom	INV	72	1	start	FALSE	s1
hom	INV	419	2	both	FALSE	s1
hom	INV	204	4	start	FALSE	s1
hom	INV	64	1	start	FALSE	s1
het	INV	190	7	start	TRUE	s1
het	INV	138	4	start	FALSE	s1
het	INV	91	8	start	FALSE	s1
het	INV	64	7	start	FALSE	s1
hom	INV	139	8	start	FALSE	s1
hom	INV	6036	1	start	FALSE	s1
het	INV	1688	3	both	FALSE	s1
hom	INV	246	3	both	FALSE	s1
hom	INV	75	7	start	FALSE	s1
hom	INV	82	7	both	FALSE	s1
het	INV	119	9	start	TRUE	s1
hom	INV	326	3	both	FALSE	s1
hom	INV	65	10	start	FALSE	s1
het	INV	60	6	start	TRUE	s1
het	INV	954	2	both	FALSE	s1
het	INV	114	5	both	FALSE	s1
het	INV	303	1	start	FALSE	s1
het	INV	62	1	start	TRUE	s1
hom	INV	77	1	start	FALSE	s1
hom	INV	102	7	start	FALSE	s1
het	INV	284	10	start	FALSE	s1
het	INV	131	7	start	TRUE	s1
het	INV	68	10	start	FALSE	s1
het	INV	90	10	both	FALSE	s1
het	INV	392	6	start	TRUE	s1
het	INV	6671	5	both	FALSE	s1
het	INV	1600	5	start	FALSE	s1
het	INV	792	7	both	FALSE	s1
hom	INV	50	6	start	FALSE	s1
het	INV	94	4	start	TRUE	s1
hom	INV	69	5	start	TRUE	s1
het	INV	103	7	start	TRUE	s1
het	INV	90	7	both	FALSE	s1
hom	INV	4092	3	start	FALSE	s1
het	INV	82	4	both	FALSE	s1
het	INV	3479	6	both	FALSE	s1
hom	INV	6056	7	both	FALSE	s1
hom	INV	65	1	start	FALSE	s1
